"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1","org.apache.shardingsphere.agent.core.advisor.executor.type","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\advisor\executor\type\StaticMethodAdviceExecutor.java","3","69","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"2","org.apache.shardingsphere.agent.core.advisor.executor.type","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\advisor\executor\type\StaticMethodAdviceExecutor.java","3","89","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"3","org.apache.shardingsphere.agent.core.advisor.executor.type","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\advisor\executor\type\StaticMethodAdviceExecutor.java","2","91","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"4","org.apache.shardingsphere.agent.core.advisor.executor.type","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\advisor\executor\type\StaticMethodAdviceExecutor.java","3","105","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"5","org.apache.shardingsphere.agent.core.advisor.executor.type","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\advisor\executor\type\StaticMethodAdviceExecutor.java","2","107","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"6","org.apache.shardingsphere.agent.core.advisor.executor.type","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\advisor\executor\type\StaticMethodAdviceExecutor.java","3","121","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"7","org.apache.shardingsphere.agent.core.advisor.executor.type","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\advisor\executor\type\StaticMethodAdviceExecutor.java","2","123","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","org.apache.shardingsphere.agent.core.builder","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\builder\AgentTransformer.java","2","82","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","org.apache.shardingsphere.agent.core.builder.interceptor.impl","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\builder\interceptor\impl\MethodAdvisorBuilderInterceptor.java","3","60","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"2","org.apache.shardingsphere.agent.core.builder.interceptor.impl","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\builder\interceptor\impl\MethodAdvisorBuilderInterceptor.java","2","62","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","org.apache.shardingsphere.agent.core.plugin","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\plugin\PluginLifecycleServiceManager.java","2","75","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","org.apache.shardingsphere.agent.core.plugin","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\plugin\PluginLifecycleServiceManager.java","3","78","A catch statement should never catch throwable since it includes errors.","Error Prone","AvoidCatchingThrowable"
"3","org.apache.shardingsphere.agent.core.plugin","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\plugin\PluginLifecycleServiceManager.java","2","80","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"4","org.apache.shardingsphere.agent.core.plugin","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\plugin\PluginLifecycleServiceManager.java","2","90","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","org.apache.shardingsphere.agent.core.plugin.classloader","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\plugin\classloader\AgentPluginClassLoader.java","3","86","Avoid using implementation types like 'Attributes'; use the interface instead","Best Practices","LooseCoupling"
"2","org.apache.shardingsphere.agent.core.plugin.classloader","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\plugin\classloader\AgentPluginClassLoader.java","3","120","Ensure that resources like this JarFile object are closed after use","Error Prone","CloseResource"
"1","org.apache.shardingsphere.agent.core.plugin.config.yaml.swapper","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\plugin\config\yaml\swapper\YamlPluginsConfigurationSwapper.java","3","58","Avoid unused private methods such as 'swap(Map<String, YamlPluginConfiguration>)'.","Best Practices","UnusedPrivateMethod"
"2","org.apache.shardingsphere.agent.core.plugin.config.yaml.swapper","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\plugin\config\yaml\swapper\YamlPluginsConfigurationSwapper.java","3","64","Avoid unused private methods such as 'swap(YamlPluginConfiguration)'.","Best Practices","UnusedPrivateMethod"
"1","org.apache.shardingsphere.agent.core.plugin.jar","C:\ShravanMetrics\SS\agent\core\src\main\java\org\apache\shardingsphere\agent\core\plugin\jar\PluginJarLoader.java","2","57","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","org.apache.shardingsphere.agent.core.advisor.config.yaml.fixture","C:\ShravanMetrics\SS\agent\core\src\test\java\org\apache\shardingsphere\agent\core\advisor\config\yaml\fixture\YamlAdviceFixture.java","3","28","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.agent.core.advisor.config.yaml.fixture","C:\ShravanMetrics\SS\agent\core\src\test\java\org\apache\shardingsphere\agent\core\advisor\config\yaml\fixture\YamlTargetObjectFixture.java","3","25","Document empty constructor","Documentation","UncommentedEmptyConstructor"
"2","org.apache.shardingsphere.agent.core.advisor.config.yaml.fixture","C:\ShravanMetrics\SS\agent\core\src\test\java\org\apache\shardingsphere\agent\core\advisor\config\yaml\fixture\YamlTargetObjectFixture.java","3","25","Avoid unused constructor parameters such as 'value'.","Best Practices","UnusedFormalParameter"
"3","org.apache.shardingsphere.agent.core.advisor.config.yaml.fixture","C:\ShravanMetrics\SS\agent\core\src\test\java\org\apache\shardingsphere\agent\core\advisor\config\yaml\fixture\YamlTargetObjectFixture.java","3","31","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"4","org.apache.shardingsphere.agent.core.advisor.config.yaml.fixture","C:\ShravanMetrics\SS\agent\core\src\test\java\org\apache\shardingsphere\agent\core\advisor\config\yaml\fixture\YamlTargetObjectFixture.java","3","39","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"5","org.apache.shardingsphere.agent.core.advisor.config.yaml.fixture","C:\ShravanMetrics\SS\agent\core\src\test\java\org\apache\shardingsphere\agent\core\advisor\config\yaml\fixture\YamlTargetObjectFixture.java","3","48","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"6","org.apache.shardingsphere.agent.core.advisor.config.yaml.fixture","C:\ShravanMetrics\SS\agent\core\src\test\java\org\apache\shardingsphere\agent\core\advisor\config\yaml\fixture\YamlTargetObjectFixture.java","3","54","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"7","org.apache.shardingsphere.agent.core.advisor.config.yaml.fixture","C:\ShravanMetrics\SS\agent\core\src\test\java\org\apache\shardingsphere\agent\core\advisor\config\yaml\fixture\YamlTargetObjectFixture.java","3","62","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"8","org.apache.shardingsphere.agent.core.advisor.config.yaml.fixture","C:\ShravanMetrics\SS\agent\core\src\test\java\org\apache\shardingsphere\agent\core\advisor\config\yaml\fixture\YamlTargetObjectFixture.java","3","71","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.yaml","C:\ShravanMetrics\SS\agent\core\src\test\java\org\apache\shardingsphere\yaml\AgentYamlEngineTest.java","3","65","Ensure that resources like this InputStream object are closed after use","Error Prone","CloseResource"
"1","org.apache.shardingsphere.agent.plugin.core.util","C:\ShravanMetrics\SS\agent\plugins\core\src\main\java\org\apache\shardingsphere\agent\plugin\core\util\AgentReflectionUtils.java","3","55","You should not modify visibility of constructors, methods or fields using setAccessible()","Error Prone","AvoidAccessibilityAlteration"
"1","org.apache.shardingsphere.agent.plugin.logging.file.advice","C:\ShravanMetrics\SS\agent\plugins\logging\type\file\src\main\java\org\apache\shardingsphere\agent\plugin\logging\file\advice\MetaDataContextsFactoryAdvice.java","2","41","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","org.apache.shardingsphere.agent.plugin.metrics.core.collector.type","C:\ShravanMetrics\SS\agent\plugins\metrics\core\src\main\java\org\apache\shardingsphere\agent\plugin\metrics\core\collector\type\GaugeMetricFamilyMetricsCollector.java","3","47","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.agent.plugin.metrics.prometheus","C:\ShravanMetrics\SS\agent\plugins\metrics\type\prometheus\src\main\java\org\apache\shardingsphere\agent\plugin\metrics\prometheus\PrometheusPluginLifecycleService.java","2","60","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","org.apache.shardingsphere.agent.plugin.tracing.opentelemetry.advice","C:\ShravanMetrics\SS\agent\plugins\tracing\type\opentelemetry\src\test\java\org\apache\shardingsphere\agent\plugin\tracing\opentelemetry\advice\OpenTelemetryJDBCExecutorCallbackAdviceTest.java","3","92","Ensure that resources like this Statement object are closed after use","Error Prone","CloseResource"
"2","org.apache.shardingsphere.agent.plugin.tracing.opentelemetry.advice","C:\ShravanMetrics\SS\agent\plugins\tracing\type\opentelemetry\src\test\java\org\apache\shardingsphere\agent\plugin\tracing\opentelemetry\advice\OpenTelemetryJDBCExecutorCallbackAdviceTest.java","3","93","Ensure that resources like this Connection object are closed after use","Error Prone","CloseResource"
"1","org.apache.shardingsphere.db.protocol.mysql.packet.binlog.management","C:\ShravanMetrics\SS\db-protocol\mysql\src\main\java\org\apache\shardingsphere\db\protocol\mysql\packet\binlog\management\MySQLBinlogFormatDescriptionEventPacket.java","3","38","This final field could be made static","Design","FinalFieldCouldBeStatic"
"2","org.apache.shardingsphere.db.protocol.mysql.packet.binlog.management","C:\ShravanMetrics\SS\db-protocol\mysql\src\main\java\org\apache\shardingsphere\db\protocol\mysql\packet\binlog\management\MySQLBinlogFormatDescriptionEventPacket.java","3","44","This final field could be made static","Design","FinalFieldCouldBeStatic"
"1","org.apache.shardingsphere.db.protocol.mysql.packet.binlog.row.column.value.time","C:\ShravanMetrics\SS\db-protocol\mysql\src\main\java\org\apache\shardingsphere\db\protocol\mysql\packet\binlog\row\column\value\time\MySQLDatetimeBinlogProtocolValue.java","4","46","Useless parentheses.","Code Style","UselessParentheses"
"2","org.apache.shardingsphere.db.protocol.mysql.packet.binlog.row.column.value.time","C:\ShravanMetrics\SS\db-protocol\mysql\src\main\java\org\apache\shardingsphere\db\protocol\mysql\packet\binlog\row\column\value\time\MySQLDatetimeBinlogProtocolValue.java","4","50","Useless parentheses.","Code Style","UselessParentheses"
"1","org.apache.shardingsphere.db.protocol.mysql.packet.command","C:\ShravanMetrics\SS\db-protocol\mysql\src\main\java\org\apache\shardingsphere\db\protocol\mysql\packet\command\MySQLCommandPacket.java","3","39","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.mysql.packet.handshake","C:\ShravanMetrics\SS\db-protocol\mysql\src\main\java\org\apache\shardingsphere\db\protocol\mysql\packet\handshake\MySQLHandshakePacket.java","3","40","This final field could be made static","Design","FinalFieldCouldBeStatic"
"1","org.apache.shardingsphere.db.protocol.mysql.netty","C:\ShravanMetrics\SS\db-protocol\mysql\src\test\java\org\apache\shardingsphere\db\protocol\mysql\netty\MySQLSequenceIdInboundHandlerTest.java","1","49","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","org.apache.shardingsphere.db.protocol.mysql.netty","C:\ShravanMetrics\SS\db-protocol\mysql\src\test\java\org\apache\shardingsphere\db\protocol\mysql\netty\MySQLSequenceIdInboundHandlerTest.java","1","58","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","org.apache.shardingsphere.db.protocol.mysql.packet.binlog.row.column.value.integer","C:\ShravanMetrics\SS\db-protocol\mysql\src\test\java\org\apache\shardingsphere\db\protocol\mysql\packet\binlog\row\column\value\integer\MySQLBitBinlogProtocolValueTest.java","1","62","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","org.apache.shardingsphere.db.protocol.mysql.packet.command.query.binary.execute.protocol","C:\ShravanMetrics\SS\db-protocol\mysql\src\test\java\org\apache\shardingsphere\db\protocol\mysql\packet\command\query\binary\execute\protocol\MySQLInt8BinaryProtocolValueTest.java","3","53","Don't create instances of already existing BigInteger and BigDecimal (ZERO, ONE, TEN)","Performance","BigIntegerInstantiation"
"1","org.apache.shardingsphere.db.protocol.opengauss.packet.command","C:\ShravanMetrics\SS\db-protocol\opengauss\src\main\java\org\apache\shardingsphere\db\protocol\opengauss\packet\command\OpenGaussCommandPacket.java","1","25","No abstract method which means that the keyword is most likely used to prevent instantiation. Use a private or protected constructor instead.","Design","AbstractClassWithoutAnyMethod"
"1","org.apache.shardingsphere.db.protocol.opengauss.packet.command.query.extended.bind","C:\ShravanMetrics\SS\db-protocol\opengauss\src\main\java\org\apache\shardingsphere\db\protocol\opengauss\packet\command\query\extended\bind\OpenGaussComBatchBindPacket.java","3","116","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\PostgreSQLCommandPacket.java","1","26","No abstract method which means that the keyword is most likely used to prevent instantiation. Use a private or protected constructor instead.","Design","AbstractClassWithoutAnyMethod"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.admin","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\admin\PostgreSQLUnsupportedCommandPacket.java","3","36","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\PostgreSQLColumnDescription.java","3","35","This final field could be made static","Design","FinalFieldCouldBeStatic"
"2","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\PostgreSQLColumnDescription.java","3","43","This final field could be made static","Design","FinalFieldCouldBeStatic"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\PostgreSQLEmptyQueryResponsePacket.java","3","31","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.extended","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\PostgreSQLAggregatedCommandPacket.java","3","53","Avoid assignments in operands","Error Prone","AssignmentInOperand"
"2","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.extended","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\PostgreSQLAggregatedCommandPacket.java","3","97","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.extended.bind","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\bind\PostgreSQLComBindPacket.java","3","88","This if statement can be replaced by `return {condition} || {elseBranch};`","Design","SimplifyBooleanReturns"
"2","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.extended.bind","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\bind\PostgreSQLComBindPacket.java","3","125","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.extended.bind.protocol.util","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\bind\protocol\util\PostgreSQLBinaryTimestampUtils.java","4","44","Useless parentheses.","Code Style","UselessParentheses"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.extended.close","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\close\PostgreSQLComClosePacket.java","3","45","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.extended.describe","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\describe\PostgreSQLComDescribePacket.java","3","43","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.extended.execute","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\execute\PostgreSQLComExecutePacket.java","3","43","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.extended.execute","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\execute\PostgreSQLPortalSuspendedPacket.java","3","31","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.extended.flush","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\flush\PostgreSQLComFlushPacket.java","3","35","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.extended.parse","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\parse\PostgreSQLComParsePacket.java","3","73","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.extended.sync","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\sync\PostgreSQLComSyncPacket.java","3","35","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.simple","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\simple\PostgreSQLComQueryPacket.java","3","47","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.generic","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\generic\PostgreSQLComTerminationPacket.java","3","35","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.handshake","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\handshake\PostgreSQLComStartupPacket.java","3","79","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.handshake","C:\ShravanMetrics\SS\db-protocol\postgresql\src\main\java\org\apache\shardingsphere\db\protocol\postgresql\packet\handshake\PostgreSQLPasswordMessagePacket.java","3","40","Document empty method body","Documentation","UncommentedEmptyMethodBody"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.extended.bind.protocol","C:\ShravanMetrics\SS\db-protocol\postgresql\src\test\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\bind\protocol\PostgreSQLNumericBinaryProtocolValueTest.java","1","71","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"2","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.extended.bind.protocol","C:\ShravanMetrics\SS\db-protocol\postgresql\src\test\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\bind\protocol\PostgreSQLNumericBinaryProtocolValueTest.java","3","75","Don't create instances of already existing BigInteger and BigDecimal (ZERO, ONE, TEN)","Performance","BigIntegerInstantiation"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.extended.bind.protocol.text.impl","C:\ShravanMetrics\SS\db-protocol\postgresql\src\test\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\bind\protocol\text\impl\PostgreSQLTimeValueParserTest.java","1","40","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.command.query.extended.bind.protocol.text.impl","C:\ShravanMetrics\SS\db-protocol\postgresql\src\test\java\org\apache\shardingsphere\db\protocol\postgresql\packet\command\query\extended\bind\protocol\text\impl\PostgreSQLTimestampValueParserTest.java","1","40","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","org.apache.shardingsphere.db.protocol.postgresql.packet.generic","C:\ShravanMetrics\SS\db-protocol\postgresql\src\test\java\org\apache\shardingsphere\db\protocol\postgresql\packet\generic\PostgreSQLCommandCompletePacketTest.java","1","50","This class has only private constructors and may be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","org.apache.shardingsphere.example.generator.core.yaml.config","C:\ShravanMetrics\SS\examples\shardingsphere-jdbc-example-generator\src\main\java\org\apache\shardingsphere\example\generator\core\yaml\config\YamlExampleConfigurationValidator.java","3","33","This utility class has a non-private constructor","Design","UseUtilityClass"
"1","org.apache.shardingsphere.example.generator.scenario","C:\ShravanMetrics\SS\examples\shardingsphere-jdbc-example-generator\src\main\java\org\apache\shardingsphere\example\generator\scenario\ExampleScenarioFactory.java","4","78","Useless parentheses.","Code Style","UselessParentheses"
"1","org.apache.shardingsphere.example.parser.mysql.format","C:\ShravanMetrics\SS\examples\shardingsphere-parser-example\src\main\java\org\apache\shardingsphere\example\parser\mysql\format\MySQLParserFormatExample.java","3","27","This utility class has a non-private constructor","Design","UseUtilityClass"
"1","org.apache.shardingsphere.example.parser.mysql.statement","C:\ShravanMetrics\SS\examples\shardingsphere-parser-example\src\main\java\org\apache\shardingsphere\example\parser\mysql\statement\MySQLParserStatementExample.java","3","29","This utility class has a non-private constructor","Design","UseUtilityClass"
